year_month,category,amount,monthly_amount_lag1,rolling_mean_3m
2023-01,Others,384014.0,428769.67337,451624.8911233333
2023-02,Utility,30524.0,9917.0,31289.648266666667
2023-02,Utilities,52288.0,18791.925300000003,47021.64176666667
2023-02,Travl,27247.0,22763.0,33918.0
2023-02,Travel,28686.0,58879.8305,41812.9435
2023-02,Salary,206376.0,442816.0,656191.6666666666
2023-02,TRAVEL,37316.0,5923.0,16403.163033333334
2023-02,Savings,18972.0,433.0,16249.666666666666
2023-02,Utilties,16792.8833,2058.0,14345.294433333334
2023-02,Traval,37011.0,27511.0,38595.0
2023-02,Utlities,15649.723,51405.0,35045.032633333336
2023-02,utilities,48177.0,29305.0,32008.3031
2023-02,entertainment,29023.0,22710.0,31845.666666666668
2023-02,food,25760.4169,25707.1986,24617.205166666667
2023-02,health,10905.0,28907.0,15721.666666666666
2023-02,others,6696.0,5063.0,5689.666666666667
2023-02,rent,26611.0,48332.677899999995,36972.89263333334
2023-02,savings,15968.0,8078.0,9929.0
2023-02,travel,37942.0,21129.3999,35034.116533333334
2023-02,unknown,31613.0,31831.0,62910.666666666664
2023-02,SAVINGS,0.8382,12822.0,5945.279399999999
2023-02,education,30836.0,14836.310099999999,31235.436700000002
2023-02,Rnt,39952.1817,57630.0,45204.060566666674
2023-02,Bonus,304487.0,330078.30409,608373.8155266667
2023-02,Rent,203348.45912,455093.21911,316373.55941
2023-02,EDU,21741.0,10430.0,12684.0
2023-02,Education,28513.872499999998,17977.4,25031.901966666668
2023-02,Educaton,15442.6373,4687.1657,9207.601
2023-02,Entertain,29478.0,31987.0,37035.43863333333
2023-02,Entertainment,47217.0,42984.0,45244.0
2023-02,Entrtnmnt,25773.2644,22876.0,32574.611633333334
2023-02,FOOD,18292.0,13914.0,33235.7399
2023-02,Fod,52363.0,51903.2341,56016.07803333333
2023-02,Food,38206.0,50617.307,61605.43566666666
2023-02,Rentt,334934.0,304034.0,319119.0
2023-02,Foods,20945.0,21022.0,18693.666666666668
2023-02,Freelance,361721.0,202652.0,427551.89620333334
2023-02,HEALTH,22103.0,12146.0,25246.0
2023-02,Health,6105.38,42128.0,18352.46
2023-02,Helth,11270.0,32964.0,16136.0
2023-02,Investment,399963.0,491197.0,405739.0
2023-02,Other,1353.0,7445.0,4225.333333333333
2023-02,Others,384969.60775,384014.0,399251.09370666667
2023-02,RENT,27369.0,56301.0,37575.17573333333
2023-02,Foodd,33339.4833,48001.0,38947.49443333333
2023-03,Utilities,33278.7938,52288.0,34786.2397
2023-03,Travl,28109.3785,27247.0,26039.79283333333
2023-03,Travel,50660.7054,28686.0,46075.511966666665
2023-03,Salary,378614.0,206376.0,342602.0
2023-03,Savings,7301.0,18972.0,8902.0
2023-03,Saving,11724.0,7947.0,8384.666666666666
2023-03,Utility,2306.0,30524.0,14249.0
2023-03,Traval,37853.898199999996,37011.0,34125.299399999996
2023-03,Utilties,5653.1255,16792.8833,8168.002933333334
2023-03,food,25679.969100000002,25760.4169,25715.861533333333
2023-03,education,7817.0,30836.0,17829.770033333334
2023-03,entertainment,31987.1714,29023.0,27906.723799999996
2023-03,Rnt,32117.617299999998,39952.1817,43233.26633333333
2023-03,health,6359.0,10905.0,15390.333333333334
2023-03,rent,58905.6477,26611.0,44616.44186666667
2023-03,savings,7072.0,15968.0,10372.666666666666
2023-03,travel,28371.0,37942.0,29147.466633333333
2023-03,unknown,91594.468,31613.0,51679.48933333333
2023-03,utilities,31760.0,48177.0,36414.0
2023-03,Utlities,25458.0,15649.723,30837.574333333334
2023-03,Rentt,94188.6002,334934.0,244385.5334
2023-03,TRAVEL,38053.0,37316.0,27097.333333333332
2023-03,RENT,58839.0,27369.0,47503.0
2023-03,Bonus,300275.0,304487.0,311613.43469666666
2023-03,EDU,15914.8928,21741.0,16028.630933333334
2023-03,Education,21573.0,28513.872499999998,22688.090833333332
2023-03,Educaton,22999.0,15442.6373,14376.267666666667
2023-03,Entertain,11140.0,29478.0,24201.666666666668
2023-03,Entertainment,31918.0,47217.0,40706.333333333336
2023-03,Entrtnmnt,49854.0,25773.2644,32834.42146666667
2023-03,FOOD,56620.0,18292.0,29608.666666666668
2023-03,Fod,62488.0,52363.0,55584.7447
2023-03,Food,43305.2067,38206.0,44042.837900000006
2023-03,Rent,195001.10193,203348.45912,284480.92672000005
2023-03,Foods,44759.0,20945.0,28908.666666666668
2023-03,Freelance,452672.0,361721.0,339015.0
2023-03,HEALTH,4680.0,22103.0,12976.333333333334
2023-03,Helth,22618.0,11270.0,22284.0
2023-03,Investment,731583.0,399963.0,540914.3333333334
2023-03,Misc,6488.0,0.567,2675.5223333333333
2023-03,OTHERS,5219.0,3833.0,4156.666666666667
2023-03,Other,7626.0,1353.0,5474.666666666667
2023-03,Others,230338.0,384969.60775,333107.2025833333
2023-03,Foodd,6249.0,33339.4833,29196.49443333333
2023-04,Travl,26607.0,28109.3785,27321.126166666665
2023-04,Travel,14349.0,50660.7054,31231.901800000003
2023-04,Traval,33640.0,37853.898199999996,36168.299399999996
2023-04,SAVINGS,6984.0,0.8382,6602.279399999999
2023-04,Savings,0.2421,7301.0,8757.747366666666
2023-04,Salary,272242.0,378614.0,285744.0
2023-04,Utilities,31796.7768,33278.7938,39121.190200000005
2023-04,TRAVEL,15016.0,38053.0,30128.333333333332
2023-04,Utility,11395.0,2306.0,14741.666666666666
2023-04,food,54727.6907,25679.969100000002,35389.3589
2023-04,Utlities,28007.0,25458.0,23038.240999999998
2023-04,education,31299.0,7817.0,23317.333333333332
2023-04,entertainment,52877.0,31987.1714,37962.390466666664
2023-04,health,16378.0,6359.0,11214.0
2023-04,rent,69939.0,58905.6477,51818.54923333333
2023-04,savings,4436.0,7072.0,9158.666666666666
2023-04,travel,23396.0,28371.0,29903.0
2023-04,unknown,32812.0,91594.468,52006.48933333333
2023-04,Rnt,31094.6023,32117.617299999998,34388.133766666666
2023-04,Utilties,23553.0,5653.1255,15333.002933333335
2023-04,utilities,15386.0,31760.0,31774.333333333332
2023-04,Rentt,269282.0,94188.6002,232801.5334
2023-04,RENT,42784.0,58839.0,42997.333333333336
2023-04,Bonus,135492.0,300275.0,246751.33333333334
2023-04,EDU,34478.0,15914.8928,24044.630933333334
2023-04,Education,26446.0,21573.0,25510.9575
2023-04,Educaton,32393.2323,22999.0,23611.6232
2023-04,Entertain,25104.0,11140.0,21907.333333333332
2023-04,Entertainment,5131.0,31918.0,28088.666666666668
2023-04,Entrtnmnt,32363.0,49854.0,35996.7548
2023-04,FOOD,31843.0,56620.0,35585.0
2023-04,Fod,22969.0,62488.0,45940.0
2023-04,Rent,388301.0,195001.10193,262216.8536833334
2023-04,Foodd,25301.0,6249.0,21629.827766666665
2023-04,Foods,13004.0,44759.0,26236.0
2023-04,Freelance,491518.0,452672.0,435303.6666666667
2023-04,HEALTH,26933.0,4680.0,17905.333333333332
2023-04,Health,6443.0,6105.38,18225.46
2023-04,Helth,13549.0,22618.0,15812.333333333334
2023-04,Investment,360627.0,731583.0,497391.0
2023-04,OTHERS,896.0,5219.0,3316.0
2023-04,Others,412968.0,230338.0,342758.5359166667
2023-04,Food,27279.107799999998,43305.2067,36263.43816666667
2023-05,Utilities,19760.1727,31796.7768,28278.5811
2023-05,Travl,26818.0,26607.0,27178.126166666665
2023-05,Travel,48800.0,14349.0,37936.56846666667
2023-05,Rnt,20848.0,31094.6023,28020.0732
2023-05,TRAVEL,53177.0,15016.0,35415.333333333336
2023-05,Savings,1621.0,0.2421,2974.0807
2023-05,Salary,130289.0,272242.0,260381.66666666666
2023-05,Utility,33471.0,11395.0,15724.0
2023-05,Traval,38588.0,33640.0,36693.96606666667
2023-05,Utilties,44239.0,23553.0,24481.708499999997
2023-05,health,24010.0,16378.0,15582.333333333334
2023-05,education,47272.0,31299.0,28796.0
2023-05,entertainment,27224.0,52877.0,37362.7238
2023-05,food,68243.0,54727.6907,49550.21993333334
2023-05,others,10033.0,6696.0,7264.0
2023-05,rent,70804.0,69939.0,66549.54923333334
2023-05,savings,15971.0,4436.0,9159.666666666666
2023-05,travel,78062.0,23396.0,43276.333333333336
2023-05,Rentt,288683.17876,269282.0,217384.59298666668
2023-05,utilities,35643.0,15386.0,27596.333333333332
2023-05,Utlities,12334.0,28007.0,21933.0
2023-05,unknown,129958.0,32812.0,84788.156
2023-05,Rent,56653.0,388301.0,213318.36731000003
2023-05,Others,551691.55058,412968.0,398332.51686000003
2023-05,RENT,22752.0,42784.0,41458.333333333336
2023-05,Bonus,366225.0,135492.0,267330.6666666667
2023-05,EDU,22739.0,34478.0,24377.2976
2023-05,Education,10437.0,26446.0,19485.333333333332
2023-05,Educaton,26506.7388,32393.2323,27299.657033333333
2023-05,Entertain,36458.8529,25104.0,24234.2843
2023-05,Entrtnmnt,71622.0,32363.0,51279.666666666664
2023-05,FOOD,34819.0,31843.0,41094.0
2023-05,Fod,43774.0,22969.0,43076.99999999999
2023-05,Entertainment,21238.0,5131.0,19429.0
2023-05,Foodd,25079.0,25301.0,18876.333333333332
2023-05,Food,31622.0,27279.107799999998,34068.7715
2023-05,Misc,3685.0,6488.0,3391.189
2023-05,Investment,586940.0,360627.0,559716.6666666666
2023-05,Helth,6249.0,13549.0,14138.666666666666
2023-05,Other,10144.0,7626.0,6374.333333333333
2023-05,HEALTH,8379.0,26933.0,13330.666666666666
2023-05,Freelance,442447.53893,491518.0,462212.5129766667
2023-05,Foods,50989.0,13004.0,36250.666666666664
2023-05,Health,7691.0,6443.0,6746.46
2023-06,Utilities,6334.0,19760.1727,19296.98316666667
2023-06,Salary,502758.0,130289.0,301763.0
2023-06,Saving,196.0,11724.0,6622.333333333333
2023-06,Savings,18508.0,1621.0,6709.7473666666665
2023-06,TRAVEL,74923.0,53177.0,47705.333333333336
2023-06,Traval,32109.0,38588.0,34779.0
2023-06,Travel,73462.6608,48800.0,45537.22026666666
2023-06,Travl,23104.0,26818.0,25509.666666666668
2023-06,Utility,29439.0,33471.0,24768.333333333332
2023-06,utilities,11815.0,35643.0,20948.0
2023-06,Utlities,31403.413500000002,12334.0,23914.804500000002
2023-06,education,16850.0,47272.0,31807.0
2023-06,entertainment,19339.1313,27224.0,33146.710433333334
2023-06,food,37034.0,68243.0,53334.8969
2023-06,health,12108.0,24010.0,17498.666666666668
2023-06,rent,49807.0,70804.0,63516.666666666664
2023-06,savings,6260.0,15971.0,8889.0
2023-06,travel,33432.4184,78062.0,44963.472799999996
2023-06,unknown,5644.0,129958.0,56138.0
2023-06,Utilties,14843.0,44239.0,27545.0
2023-06,Rnt,43681.0,20848.0,31874.5341
2023-06,SAVINGS,8953.0,6984.0,5312.612733333333
2023-06,Rent,330020.0,56653.0,258324.66666666666
2023-06,Bonus,197948.74365,366225.0,233221.91455
2023-06,EDU,16305.0,22739.0,24507.333333333332
2023-06,Education,46599.0,10437.0,27827.333333333332
2023-06,Educaton,28944.0,26506.7388,29281.323699999997
2023-06,Entertain,43694.0,36458.8529,35085.617633333335
2023-06,Entertainment,34388.0,21238.0,20252.333333333332
2023-06,Entrtnmnt,27708.0,71622.0,43897.666666666664
2023-06,FOOD,42748.0,34819.0,36470.0
2023-06,Fod,31859.0,43774.0,32867.33333333333
2023-06,Food,24403.0,31622.0,27768.035933333333
2023-06,Rentt,256828.0,288683.17876,271597.7262533333
2023-06,Foods,18651.0,50989.0,27548.0
2023-06,Freelance,535822.0,442447.53893,489929.17964333337
2023-06,HEALTH,16341.0,8379.0,17217.666666666668
2023-06,Health,179.0,7691.0,4771.0
2023-06,Helth,13964.0,6249.0,11254.0
2023-06,Investment,197279.10557,586940.0,381615.3685233334
2023-06,OTHERS,1706.0,896.0,2607.0
2023-06,Others,248215.18227,551691.55058,404291.5776166667
2023-06,RENT,41015.8956,22752.0,35517.298533333334
2023-06,Foodd,17916.0,25079.0,22765.333333333332
2023-07,Utilities,25858.0,6334.0,17317.3909
2023-07,Travl,31821.0,23104.0,27247.666666666668
2023-07,Travel,10942.7809,73462.6608,44401.8139
2023-07,Salary,365376.0,502758.0,332807.6666666667
2023-07,TRAVEL,36058.0,74923.0,54719.333333333336
2023-07,Savings,19177.0,18508.0,13102.0
2023-07,Utility,24296.0,29439.0,29068.666666666668
2023-07,Traval,47949.7677,32109.0,39548.92256666667
2023-07,Utilties,27139.0,14843.0,28740.333333333332
2023-07,health,3002.0,12108.0,13040.0
2023-07,education,34455.2276,16850.0,32859.075866666666
2023-07,entertainment,19692.0,19339.1313,22085.04376666667
2023-07,food,49042.0,37034.0,51439.666666666664
2023-07,others,7783.0,10033.0,8170.666666666667
2023-07,rent,35208.0,49807.0,51939.666666666664
2023-07,savings,3413.0,6260.0,8548.0
2023-07,travel,20155.0,33432.4184,43883.13946666667
2023-07,utilities,29856.0,11815.0,25771.333333333332
2023-07,Rnt,70400.1526,43681.0,44976.3842
2023-07,Utlities,25058.0,31403.413500000002,22931.804500000002
2023-07,Rentt,106702.0,256828.0,217404.39292
2023-07,unknown,50885.0,5644.0,62162.333333333336
2023-07,RENT,41184.6513,41015.8956,34984.1823
2023-07,EDU,9474.0,16305.0,16172.666666666666
2023-07,Education,18366.0,46599.0,25134.0
2023-07,Educaton,40929.8323,28944.0,32126.857033333334
2023-07,Entertain,46723.0,43694.0,42291.95096666666
2023-07,Entertainment,36534.0,34388.0,30720.0
2023-07,Entrtnmnt,29444.0,27708.0,42924.666666666664
2023-07,FOOD,56642.0,42748.0,44736.333333333336
2023-07,Fod,24134.0,31859.0,33255.666666666664
2023-07,Food,24866.0,24403.0,26963.666666666668
2023-07,Bonus,354182.0,197948.74365,306118.5812166667
2023-07,Foods,13499.0,18651.0,27713.0
2023-07,Foodd,12739.0,17916.0,18578.0
2023-07,Others,280267.0,248215.18227,360057.91095
2023-07,OTHERS,5476.0,1706.0,2692.6666666666665
2023-07,Misc,3880.0,3685.0,4684.333333333333
2023-07,Rent,434066.15273,330020.0,273579.7175766667
2023-07,Helth,5640.0,13964.0,8617.666666666666
2023-07,Health,25261.0,179.0,11043.666666666666
2023-07,Freelance,323685.0,535822.0,433984.84631
2023-07,Investment,493560.0,197279.10557,425926.3685233334
2023-08,Salary,151913.15696,365376.0,340015.7189866667
2023-08,Saving,9082.0,196.0,7000.666666666667
2023-08,Savings,1552.0,19177.0,13079.0
2023-08,TRAVEL,28254.0,36058.0,46411.666666666664
2023-08,Traval,48984.0,47949.7677,43014.2559
2023-08,Travel,51219.0,10942.7809,45208.14723333332
2023-08,Travl,19929.0,31821.0,24951.333333333332
2023-08,Utilities,24420.389900000002,25858.0,18870.796633333335
2023-08,Utility,58746.0,24296.0,37493.666666666664
2023-08,Utlities,41758.925,25058.0,32740.112833333336
2023-08,education,29130.0,34455.2276,26811.742533333334
2023-08,entertainment,40294.0,19692.0,26441.710433333337
2023-08,health,6802.0,3002.0,7304.0
2023-08,rent,66584.1449,35208.0,50533.0483
2023-08,savings,9647.0,3413.0,6440.0
2023-08,travel,66147.0,20155.0,39911.472799999996
2023-08,unknown,44312.0,50885.0,33613.666666666664
2023-08,Rnt,32916.0,70400.1526,48999.050866666665
2023-08,utilities,12277.0,29856.0,17982.666666666668
2023-08,Utilties,46760.5081,27139.0,29580.836033333337
2023-08,food,53571.625,49042.0,46549.208333333336
2023-08,Rentt,353412.0,106702.0,238980.66666666666
2023-08,RENT,67553.0,41184.6513,49917.84896666667
2023-08,Rent,363889.0,434066.15273,375991.7175766667
2023-08,Bonus,355154.0,354182.0,302428.2478833333
2023-08,EDU,35388.0,9474.0,20389.0
2023-08,Education,8470.0,18366.0,24478.333333333332
2023-08,Educaton,15181.6668,40929.8323,28351.83303333334
2023-08,Entertainment,30834.3668,36534.0,33918.78893333334
2023-08,Entrtnmnt,30497.0,29444.0,29216.333333333332
2023-08,FOOD,54625.0,56642.0,51338.333333333336
2023-08,Fod,43553.0,24134.0,33181.99999999999
2023-08,Entertain,23176.0,46723.0,37864.333333333336
2023-08,Foodd,23361.0,12739.0,18005.333333333332
2023-08,Foods,19550.4435,13499.0,17233.48116666667
2023-08,Freelance,205087.0,323685.0,354864.6666666667
2023-08,HEALTH,22949.325,16341.0,15889.775
2023-08,Helth,17878.2634,5640.0,12494.0878
2023-08,Investment,359942.13588,493560.0,350260.4138166667
2023-08,Misc,8830.0,3880.0,5465.0
2023-08,Food,13093.0,24866.0,20787.333333333332
2023-08,Others,527813.46066,280267.0,352098.5476433334
2023-09,Utilities,23260.6212,24420.389900000002,24513.0037
2023-09,Travl,50541.3071,19929.0,34097.102366666666
2023-09,Travel,40615.0,51219.0,34258.92696666666
2023-09,Salary,529374.0,151913.15696,348887.7189866667
2023-09,TRAVEL,38952.0,28254.0,34421.333333333336
2023-09,Saving,12822.0,9082.0,7366.666666666667
2023-09,Utility,26572.0,58746.0,36538.0
2023-09,Traval,17025.0,48984.0,37986.2559
2023-09,Utilties,37417.0,46760.5081,37105.502700000005
2023-09,utilities,25402.0,12277.0,22511.666666666668
2023-09,education,49157.0,29130.0,37580.74253333333
2023-09,entertainment,36653.155,40294.0,32213.051666666666
2023-09,food,66455.0,53571.625,56356.208333333336
2023-09,health,5447.0,6802.0,5083.666666666667
2023-09,rent,49134.0,66584.1449,50308.714966666674
2023-09,savings,14923.2805,9647.0,9327.760166666667
2023-09,travel,54228.0,66147.0,46843.333333333336
2023-09,unknown,53566.0,44312.0,49587.666666666664
2023-09,SAVINGS,6700.0,8953.0,7545.666666666667
2023-09,Utlities,28332.0,41758.925,31716.308333333338
2023-09,Rnt,51390.0,32916.0,51568.717533333336
2023-09,Bonus,314278.0,355154.0,341204.6666666667
2023-09,Rent,194710.0,363889.0,330888.3842433333
2023-09,EDU,28706.0,35388.0,24522.666666666668
2023-09,Education,28147.0,8470.0,18327.666666666668
2023-09,Educaton,22978.0,15181.6668,26363.166366666672
2023-09,Entertain,28413.0,23176.0,32770.666666666664
2023-09,Entertainment,18656.0,30834.3668,28674.788933333333
2023-09,Entrtnmnt,32692.0,30497.0,30877.666666666668
2023-09,FOOD,50774.3064,54625.0,54013.7688
2023-09,Fod,49941.0,43553.0,39209.33333333333
2023-09,Food,31057.0,13093.0,23005.333333333332
2023-09,Rentt,236262.0,353412.0,232125.33333333334
2023-09,Foods,28992.0,19550.4435,20680.48116666667
2023-09,Freelance,648606.7177500001,205087.0,392459.57258333336
2023-09,HEALTH,7619.0,22949.325,15636.441666666666
2023-09,Health,17138.8108,25261.0,14192.936933333332
2023-09,Helth,14259.0,17878.2634,12592.421133333331
2023-09,Investment,169934.0,359942.13588,341145.3786266667
2023-09,Misc,715.0,8830.0,4475.0
2023-09,Others,209545.0,527813.46066,339208.4868866667
2023-09,RENT,76455.0,67553.0,61730.883766666666
2023-09,Foodd,12856.0,23361.0,16318.666666666666
2023-10,Travl,37496.0,50541.3071,35988.76903333334
2023-10,Travel,43630.0,40615.0,45154.666666666664
2023-10,Traval,42024.0,17025.0,36011.0
2023-10,SAVINGS,16932.0,6700.0,10861.666666666666
2023-10,Saving,5715.0,12822.0,9206.333333333334
2023-10,Salary,254170.0,529374.0,311819.05232
2023-10,Utilities,31705.0,23260.6212,26462.0037
2023-10,TRAVEL,22493.0,38952.0,29899.666666666668
2023-10,Utility,22070.0,26572.0,35796.0
2023-10,food,60673.0,66455.0,60233.208333333336
2023-10,Utlities,36929.0,28332.0,35673.30833333334
2023-10,education,21242.985,49157.0,33176.66166666667
2023-10,entertainment,19627.0,36653.155,32191.385
2023-10,health,9214.0,5447.0,7154.333333333333
2023-10,rent,36489.0,49134.0,50735.714966666674
2023-10,savings,426.0,14923.2805,8332.0935
2023-10,travel,61167.0,54228.0,60514.0
2023-10,unknown,142198.0,53566.0,80025.33333333333
2023-10,Rnt,19874.0,51390.0,34726.666666666664
2023-10,Utilties,21726.0,37417.0,35301.16936666667
2023-10,utilities,59092.0,25402.0,32257.0
2023-10,Rentt,241102.15313,236262.0,276925.3843766667
2023-10,RENT,31239.8732,76455.0,58415.95773333334
2023-10,Rent,322807.18358,194710.0,293802.06119333336
2023-10,Bonus,359938.11212,314278.0,343123.37070666667
2023-10,EDU,15764.0,28706.0,26619.333333333332
2023-10,Education,20585.0,28147.0,19067.333333333332
2023-10,Educaton,36638.0,22978.0,24932.555600000003
2023-10,Entertainment,34419.0,18656.0,27969.788933333333
2023-10,Entrtnmnt,68764.0,32692.0,43984.333333333336
2023-10,FOOD,72957.5145,50774.3064,59452.27363333333
2023-10,Fod,58338.4032,49941.0,50610.80106666667
2023-10,Entertain,16103.0,28413.0,22564.0
2023-10,Foodd,35249.0,12856.0,23822.0
2023-10,Foods,3360.0,28992.0,17300.8145
2023-10,Freelance,174251.0,648606.7177500001,342648.23925000004
2023-10,HEALTH,22022.0,7619.0,17530.108333333334
2023-10,Helth,984.0,14259.0,11040.421133333331
2023-10,Investment,418943.0,169934.0,316273.0452933333
2023-10,OTHERS,8953.0,5476.0,5378.333333333333
2023-10,Other,6136.0,10144.0,7968.666666666667
2023-10,Food,24387.0,31057.0,22845.666666666668
2023-10,Others,311178.15408,209545.0,349512.20491333335
2023-11,Utilities,25436.0,31705.0,26800.540399999998
2023-11,Travl,29699.0,37496.0,39245.4357
2023-11,Travel,36470.0,43630.0,40238.33333333333
2023-11,Traval,18548.0,42024.0,25865.666666666668
2023-11,Salary,177994.0,254170.0,320512.6666666667
2023-11,Savings,16663.0,1552.0,12464.0
2023-11,Saving,23620.0,5715.0,14052.333333333334
2023-11,Utility,25603.0,22070.0,24748.333333333332
2023-11,TRAVEL,36540.9629,22493.0,32661.987633333334
2023-11,Utilties,19649.0,21726.0,26264.0
2023-11,utilities,47423.0,59092.0,43972.333333333336
2023-11,education,27866.0,21242.985,32755.328333333335
2023-11,entertainment,32183.0,19627.0,29487.718333333334
2023-11,food,56574.0,60673.0,61234.0
2023-11,health,8777.0,9214.0,7812.666666666667
2023-11,rent,55408.0,36489.0,47010.333333333336
2023-11,savings,9150.0,426.0,8166.426833333334
2023-11,travel,35025.0,61167.0,50140.0
2023-11,unknown,17562.0,142198.0,71108.66666666667
2023-11,SAVINGS,0.1231,16932.0,7877.374366666667
2023-11,Utlities,51193.0,36929.0,38818.0
2023-11,Rnt,20688.0,19874.0,30650.666666666668
2023-11,Entertain,53318.0,16103.0,32611.333333333332
2023-11,Rent,265523.3543,322807.18358,261013.5126266667
2023-11,Bonus,612343.0,359938.11212,428853.0373733333
2023-11,EDU,21927.0,15764.0,22132.333333333332
2023-11,Education,52030.9117,20585.0,33587.637233333335
2023-11,Educaton,20516.0,36638.0,26710.666666666668
2023-11,Entertainment,32807.0,34419.0,28627.333333333332
2023-11,Entrtnmnt,46007.0,68764.0,49154.333333333336
2023-11,FOOD,35241.0,72957.5145,52990.940299999995
2023-11,Fod,38277.0,58338.4032,48852.1344
2023-11,Food,24727.5498,24387.0,26723.849933333335
2023-11,Foodd,7122.0,35249.0,18409.0
2023-11,Rentt,382955.0,241102.15313,286773.0510433333
2023-11,Freelance,131806.0,174251.0,318221.23925000004
2023-11,Foods,39221.2685,3360.0,23857.75616666667
2023-11,Others,293219.0,311178.15408,271314.05136
2023-11,Other,369.0,6136.0,5549.666666666667
2023-11,Misc,15963.0,715.0,8502.666666666666
2023-11,RENT,79149.0,31239.8732,62281.291066666665
2023-11,Investment,334689.0,418943.0,307855.3333333333
2023-11,Helth,4556.0,984.0,6599.666666666667
2023-11,Health,12664.0,17138.8108,18354.6036
2023-11,HEALTH,6004.0,22022.0,11881.666666666666
2023-12,Utilities,25884.0,25436.0,27675.0
2023-12,Salary,303169.0,177994.0,245111.0
2023-12,Saving,5361.0,23620.0,11565.333333333334
2023-12,TRAVEL,27632.0,36540.9629,28888.6543
2023-12,Traval,58775.0,18548.0,39782.333333333336
2023-12,Travel,14052.0,36470.0,31383.999999999996
2023-12,Travl,28200.0,29699.0,31798.333333333332
2023-12,SAVINGS,7620.0,0.1231,8184.041033333334
2023-12,Utility,19347.0,25603.0,22340.0
2023-12,food,43532.0,56574.0,53593.0
2023-12,Utlities,21627.0,51193.0,36583.0
2023-12,education,29499.0,27866.0,26202.661666666667
2023-12,entertainment,54855.0,32183.0,35555.0
2023-12,Rnt,47286.5993,20688.0,29282.866433333333
2023-12,others,22125.0,7783.0,13313.666666666666
2023-12,rent,62788.0,55408.0,51561.666666666664
2023-12,savings,11628.0,9150.0,7068.0
2023-12,travel,44800.0,35025.0,46997.333333333336
2023-12,unknown,14124.0,17562.0,57961.333333333336
2023-12,utilities,20773.0,47423.0,42429.333333333336
2023-12,Utilties,37317.0,19649.0,26230.666666666668
2023-12,Rentt,308696.0,382955.0,310917.71771
2023-12,Savings,25127.0,16663.0,14447.333333333334
2023-12,RENT,96957.0,79149.0,69115.29106666667
2023-12,Bonus,863378.563063,612343.0,611886.5583943333
2023-12,EDU,15099.0,21927.0,17596.666666666668
2023-12,Education,21951.0,52030.9117,31522.3039
2023-12,Educaton,29505.0,20516.0,28886.333333333332
2023-12,Entertain,49869.0,53318.0,39763.333333333336
2023-12,Entertainment,43470.0,32807.0,36898.666666666664
2023-12,Entrtnmnt,19833.0,46007.0,44868.0
2023-12,FOOD,60566.441399999996,35241.0,56254.9853
2023-12,Fod,58681.0,38277.0,51765.46773333333
2023-12,Food,26108.0,24727.5498,25074.18326666667
2023-12,Rent,245075.0,265523.3543,277801.84596
2023-12,Foods,32615.0,39221.2685,25065.422833333334
2023-12,Freelance,547599.0,131806.0,284552.0
2023-12,HEALTH,16255.0,6004.0,14760.333333333334
2023-12,Health,18779.0,12664.0,16193.936933333332
2023-12,Helth,27603.0,4556.0,11047.666666666666
2023-12,Investment,405381.0,334689.0,386337.6666666667
2023-12,Misc,2633.0,15963.0,6437.0
2023-12,Other,9782.0,369.0,5429.0
2023-12,Others,451356.0,293219.0,351917.71802666667
2023-12,Foodd,23394.0,7122.0,21921.666666666668
2024-01,Traval,30419.0,58775.0,35914.0
2024-01,TRAVEL,25676.0,27632.0,29949.6543
2024-01,Savings,14250.0,25127.0,18680.0
2024-01,Rnt,42931.0,47286.5993,36968.5331
2024-01,Salary,744627.20053,303169.0,408596.73351
2024-01,SAVINGS,6705.0,7620.0,4775.041033333334
2024-01,Travel,15697.0,14052.0,22072.999999999996
2024-01,Saving,2250.0,5361.0,10410.333333333334
2024-01,Travl,21244.0,28200.0,26381.0
2024-01,entertainment,27152.0,54855.0,38063.333333333336
2024-01,Utilties,13402.0,37317.0,23456.0
2024-01,Utlities,33392.0,21627.0,35404.0
2024-01,education,28840.295,29499.0,28735.09833333333
2024-01,food,37824.777,43532.0,45976.92566666667
2024-01,rent,29616.0,62788.0,49270.666666666664
2024-01,savings,7624.0,11628.0,9467.333333333334
2024-01,travel,32866.0,44800.0,37563.666666666664
2024-01,unknown,151820.0,14124.0,61168.666666666664
2024-01,Rentt,228938.21764,308696.0,306863.07254666666
2024-01,Utility,31330.0,19347.0,25426.666666666668
2024-01,utilities,19498.0,20773.0,29231.333333333332
2024-01,Rent,124034.15032,245075.0,211544.16820666668
2024-01,Others,402811.0,451356.0,382462.0
2024-01,Bonus,257419.0,863378.563063,577713.521021
2024-01,EDU,16571.0,15099.0,17865.666666666668
2024-01,Education,9950.0,21951.0,27977.3039
2024-01,Educaton,36057.6798,29505.0,28692.893266666666
2024-01,Entertain,26105.7393,49869.0,43097.57976666667
2024-01,Entertainment,1094.0,43470.0,25790.333333333332
2024-01,Entrtnmnt,19772.713,19833.0,28537.571
2024-01,FOOD,75091.4451,60566.441399999996,56966.2955
2024-01,Fod,41894.0,58681.0,46284.0
2024-01,Food,22882.0,26108.0,24572.516600000003
2024-01,RENT,44544.0,96957.0,73550.0
2024-01,Foods,37563.0,32615.0,36466.42283333334
2024-01,Freelance,441241.0,547599.0,373548.6666666667
2024-01,HEALTH,4447.0,16255.0,8902.0
2024-01,Health,18762.0,18779.0,16735.0
